0.544	0.0273482	0.026208	0.0284884	0.0011402
0.272	0.0553696	0.0538897	0.0568496	0.00147992
0	0.170438	0.170408	0.170469	3.045e-05
0.552	0.0262627	0.0251486	0.0273767	0.00111405
0.28	0.0546285	0.0531542	0.0561027	0.00147423
0.008	0.170481	0.17033	0.170631	0.000150254
0.56	0.024674	0.0235925	0.0257556	0.00108156
0.288	0.0524817	0.051031	0.0539323	0.00145065
0.568	0.0254259	0.024318	0.0265337	0.00110786
0.296	0.0505613	0.0491243	0.0519984	0.00143704
0.016	0.170833	0.170539	0.171127	0.000294226
0.576	0.0248784	0.0237908	0.0259661	0.00108768
0.304	0.0499241	0.0484876	0.0513607	0.00143655
0.024	0.170393	0.169946	0.17084	0.000447035
0.312	0.0490475	0.0476253	0.0504698	0.00142227
0.584	0.0247727	0.0236805	0.0258649	0.00109218
0.032	0.170236	0.169639	0.170832	0.000596653
0.32	0.0472077	0.0458022	0.0486133	0.00140555
0.592	0.0251152	0.0240107	0.0262198	0.00110457
0.328	0.0472064	0.0457989	0.0486139	0.00140749
0.04	0.169485	0.168743	0.170228	0.000742267
0.6	0.0246114	0.0235173	0.0257055	0.0010941
0.336	0.0458256	0.0444331	0.0472181	0.0013925
0.608	0.0232673	0.0222024	0.0243323	0.00106493
0.048	0.168315	0.16741	0.169219	0.000904761
0.344	0.044522	0.0431376	0.0459063	0.00138437
0.616	0.0226627	0.0216169	0.0237085	0.00104579
0.056	0.164612	0.163551	0.165673	0.00106089
0.352	0.043271	0.04191	0.044632	0.00136099
0.624	0.0230822	0.0220243	0.0241402	0.00105795
0.36	0.0422485	0.0408926	0.0436043	0.00135586
0.064	0.159681	0.158494	0.160868	0.00118691
0.632	0.0228855	0.021839	0.0239321	0.00104656
0.368	0.0416307	0.0402876	0.0429738	0.00134309
0.64	0.0209224	0.0198977	0.0219471	0.00102469
0.072	0.152063	0.150756	0.153369	0.00130648
0.376	0.0394596	0.0381462	0.0407729	0.00131337
0.648	0.0215094	0.0204922	0.0225266	0.0010172
0.384	0.0395213	0.0382013	0.0408413	0.00132001
0.08	0.144966	0.143576	0.146356	0.0013903
0.656	0.020696	0.0196861	0.0217058	0.00100983
0.392	0.0373823	0.0361016	0.038663	0.00128068
0.088	0.138441	0.136976	0.139906	0.001465
0.664	0.0206218	0.0196087	0.021635	0.00101316
0.4	0.0378177	0.0365179	0.0391176	0.00129983
0.096	0.133893	0.13235	0.135436	0.00154284
0.672	0.0209601	0.0199561	0.0219642	0.00100409
0.408	0.0383608	0.0370453	0.0396762	0.00131547
0.68	0.0200063	0.019012	0.0210006	0.000994334
0.104	0.123475	0.121912	0.125037	0.00156258
0.416	0.0366414	0.0353603	0.0379225	0.0012811
0.688	0.0198543	0.0188672	0.0208415	0.000987141
0.424	0.0334741	0.0322421	0.034706	0.00123195
0.112	0.119568	0.117974	0.121161	0.00159369
0.696	0.0194361	0.0184558	0.0204165	0.000980325
0.432	0.0344414	0.0331956	0.0356872	0.00124581
0.12	0.113954	0.112323	0.115584	0.00163025
0.704	0.0196525	0.0186645	0.0206404	0.000987962
0.44	0.0337432	0.032501	0.0349854	0.0012422
0.128	0.109739	0.108104	0.111375	0.00163539
0.712	0.0202534	0.0192465	0.0212603	0.00100688
0.448	0.0327654	0.0315355	0.0339954	0.00122997
0.72	0.0201486	0.0191538	0.0211433	0.000994748
0.136	0.103676	0.102038	0.105315	0.00163865
0.456	0.0322819	0.0310619	0.0335019	0.00122002
0.728	0.0184704	0.0175113	0.0194296	0.000959119
0.144	0.096752	0.0951149	0.0983891	0.00163706
0.464	0.0325325	0.0313099	0.0337551	0.00122259
0.736	0.0186817	0.0177276	0.0196358	0.000954082
0.472	0.0314403	0.0302249	0.0326557	0.0012154
0.152	0.0946335	0.0929846	0.0962823	0.00164884
0.744	0.0188037	0.0178333	0.019774	0.000970348
0.48	0.0309948	0.0297888	0.0322009	0.00120605
0.16	0.0907232	0.0890708	0.0923756	0.00165242
0.752	0.0179523	0.0170154	0.0188891	0.000936839
0.488	0.0302664	0.0290777	0.0314551	0.00118869
0.168	0.0870538	0.0854045	0.0887031	0.00164928
0.76	0.0176134	0.0166769	0.01855	0.000936531
0.496	0.0290004	0.0278297	0.030171	0.00117065
0.176	0.0845044	0.0828779	0.086131	0.00162656
0.768	0.0173229	0.0163941	0.0182517	0.000928792
0.504	0.0296885	0.0285014	0.0308755	0.00118703
0.184	0.0776427	0.0760319	0.0792535	0.00161084
0.776	0.0182131	0.0172576	0.0191687	0.000955509
0.512	0.0280038	0.0268567	0.0291509	0.0011471
0.192	0.077718	0.0761095	0.0793266	0.00160857
0.52	0.0274112	0.0262765	0.0285459	0.00113469
0.784	0.0166815	0.0157719	0.0175911	0.000909616
0.2	0.0750142	0.0734158	0.0766126	0.00159839
0.528	0.0281845	0.0270354	0.0293337	0.00114914
0.792	0.0165339	0.0156319	0.0174359	0.000901994
0.208	0.0730322	0.0714431	0.0746212	0.00158905
0.536	0.0282307	0.0270729	0.0293885	0.0011578
0.8	0.0174813	0.0165484	0.0184141	0.000932821
0.216	0.0681596	0.0665943	0.069725	0.00156533
0.224	0.068862	0.0672901	0.0704338	0.00157184
0.232	0.0645608	0.0630097	0.0661119	0.00155114
0.24	0.0628923	0.0613613	0.0644233	0.00153101
0.248	0.060604	0.059083	0.0621251	0.00152107
0.256	0.0587857	0.0572766	0.0602949	0.00150915
0.264	0.0560571	0.0545646	0.0575495	0.00149246
