30	0.0567147	0.0329051	0.0805242	0.0238095
60	0.0602558	0.0423896	0.0781219	0.0178661
120	0.0504452	0.0390773	0.061813	0.0113678
240	0.05295	0.0442597	0.0616403	0.0086903
480	0.0543935	0.0483707	0.0604163	0.00602281
960	0.0548628	0.0506411	0.0590845	0.00422171
1920	0.0554013	0.0523423	0.0584603	0.00305898
3840	0.053703	0.0515857	0.0558204	0.00211735
7680	0.0542416	0.0527379	0.0557453	0.00150373
15360	0.0540147	0.0529531	0.0550762	0.00106153
30720	0.0541127	0.0533683	0.0548572	0.000744454
61440	0.0545256	0.0539934	0.0550579	0.000532236
122880	0.0545083	0.0541319	0.0548847	0.0003764
245760	0.0543951	0.0541299	0.0546604	0.000265285
491520	0.0544287	0.0542406	0.0546167	0.000188016
983040	0.0544719	0.0543389	0.0546049	0.000132985
1966080	0.0543914	0.0542975	0.0544853	9.39147e-05
3932160	0.0543925	0.0543261	0.0544588	6.63803e-05
7864320	0.0543786	0.0543316	0.0544255	4.69301e-05
0.0692719
